# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2021-09-28 21:33:38 EDT       (caww01)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 01073500 LAMPREY RIVER NEAR NEWMARKET, NH
# -----------------------------------------------------------------------------------
#
# Data provided for site 01073500
#            TS   parameter     statistic     Description
#         63999       00060     00003     Discharge, cubic feet per second (Mean)
#
# Data-value qualification codes included in this output:
#     A  Approved for publication -- Processing and review completed.
#     P  Provisional data subject to revision.
#     e  Value has been estimated.
# 
agency_cd	site_no	datetime	63999_00060_00003	63999_00060_00003_cd
USGS	01073500	1961-03-09	671	A
USGS	01073500	1961-03-10	614	A
USGS	01073500	1961-03-11	590	A
USGS	01073500	1961-03-12	533	A
USGS	01073500	1961-03-13	470	A
USGS	01073500	1961-03-14	430	A
USGS	01073500	1961-03-15	390	A
USGS	01073500	1961-03-16	440	A
USGS	01073500	1961-03-17	398	A
USGS	01073500	1961-03-18	359	A
USGS	01073500	1961-03-19	366	A
USGS	01073500	1961-03-20	332	A
USGS	01073500	1961-03-21	332	A
USGS	01073500	1961-03-22	341	A
USGS	01073500	1961-03-23	346	A
USGS	01073500	1961-03-24	368	A
USGS	01073500	1961-03-25	410	A
USGS	01073500	1961-03-26	515	A
USGS	01073500	1961-03-27	635	A
USGS	01073500	1961-03-28	742	A
USGS	01073500	1961-03-29	932	A
USGS	01073500	1961-03-30	1130	A
USGS	01073500	1961-03-31	1170	A
USGS	01073500	1961-04-01	1170	A
USGS	01073500	1961-04-02	1280	A
USGS	01073500	1961-04-03	1270	A
USGS	01073500	1961-04-04	1210	A
USGS	01073500	1961-04-05	1060	A
USGS	01073500	1961-04-06	935	A
USGS	01073500	1961-04-07	854	A
USGS	01073500	1961-04-08	806	A
USGS	01073500	1961-04-09	746	A
USGS	01073500	1961-04-10	704	A
USGS	01073500	1961-04-11	978	A
USGS	01073500	1961-04-12	1030	A
USGS	01073500	1961-04-13	998	A
USGS	01073500	1961-04-14	1170	A
USGS	01073500	1961-04-15	1350	A
USGS	01073500	1961-04-16	1370	A
USGS	01073500	1961-04-17	1800	A
USGS	01073500	1961-04-18	1800	A
USGS	01073500	1961-04-19	1610	A
USGS	01073500	1961-04-20	1270	A
USGS	01073500	1961-04-21	994	A
USGS	01073500	1961-04-22	778	A
USGS	01073500	1961-04-23	764	A
USGS	01073500	1961-04-24	788	A
USGS	01073500	1961-04-25	770	A
USGS	01073500	1961-04-26	750	A
USGS	01073500	1961-04-27	710	A
USGS	01073500	1961-04-28	656	A
USGS	01073500	1961-04-29	581	A
USGS	01073500	1961-04-30	512	A
USGS	01073500	1961-05-01	458	A
USGS	01073500	1961-05-02	452	A
USGS	01073500	1961-05-03	509	A
USGS	01073500	1961-05-04	500	A
USGS	01073500	1961-05-05	458	A
USGS	01073500	1961-05-06	385	A
USGS	01073500	1961-05-07	343	A
USGS	01073500	1961-05-08	330	A
USGS	01073500	1961-05-09	330	A
USGS	01073500	1961-05-10	337	A
USGS	01073500	1961-05-11	337	A
USGS	01073500	1961-05-12	313	A
USGS	01073500	1961-05-13	296	A
USGS	01073500	1961-05-14	286	A
USGS	01073500	1961-05-15	269	A
USGS	01073500	1961-05-16	247	A
USGS	01073500	1961-05-17	231	A
USGS	01073500	1961-05-18	209	A
USGS	01073500	1961-05-19	190	A
USGS	01073500	1961-05-20	175	A
USGS	01073500	1961-05-21	164	A
USGS	01073500	1961-05-22	165	A
USGS	01073500	1961-05-23	165	A
USGS	01073500	1961-05-24	180	A
USGS	01073500	1961-05-25	177	A
USGS	01073500	1961-05-26	159	A
USGS	01073500	1961-05-27	223	A
USGS	01073500	1961-05-28	354	A
USGS	01073500	1961-05-29	390	A
USGS	01073500	1961-05-30	385	A
USGS	01073500	1961-05-31	324	A
USGS	01073500	1961-06-01	275	A
USGS	01073500	1961-06-02	246	A
USGS	01073500	1961-06-03	225	A
USGS	01073500	1961-06-04	200	A
USGS	01073500	1961-06-05	177	A
USGS	01073500	1961-06-06	156	A
USGS	01073500	1961-06-07	134	A
USGS	01073500	1961-06-08	116	A
USGS	01073500	1961-06-09	115	A
USGS	01073500	1961-06-10	222	A
USGS	01073500	1961-06-11	472	A
USGS	01073500	1961-06-12	350	A
USGS	01073500	1961-06-13	279	A
USGS	01073500	1961-06-14	223	A
USGS	01073500	1961-06-15	193	A
USGS	01073500	1961-06-16	162	A
USGS	01073500	1961-06-17	140	A
USGS	01073500	1961-06-18	121	A
USGS	01073500	1961-06-19	103	A
USGS	01073500	1961-06-20	92.0	A
USGS	01073500	1961-06-21	79.0	A
USGS	01073500	1961-06-22	96.0	A
USGS	01073500	1961-06-23	170	A
USGS	01073500	1961-06-24	172	A
USGS	01073500	1961-06-25	181	A
USGS	01073500	1961-06-26	157	A
USGS	01073500	1961-06-27	130	A
USGS	01073500	1961-06-28	108	A
USGS	01073500	1961-06-29	92.0	A
USGS	01073500	1961-06-30	81.0	A
USGS	01073500	1961-07-01	71.0	A
USGS	01073500	1961-07-02	63.0	A
USGS	01073500	1961-07-03	88.0	A
USGS	01073500	1961-07-04	84.0	A
USGS	01073500	1961-07-05	72.0	A
USGS	01073500	1961-07-06	79.0	A
USGS	01073500	1961-07-07	61.0	A
USGS	01073500	1961-07-08	52.0	A
USGS	01073500	1961-07-09	50.0	A
USGS	01073500	1961-07-10	49.0	A
USGS	01073500	1961-07-11	50.0	A
USGS	01073500	1961-07-12	45.0	A
USGS	01073500	1961-07-13	43.0	A
USGS	01073500	1961-07-14	39.0	A
USGS	01073500	1961-07-15	42.0	A
USGS	01073500	1961-07-16	215	A
USGS	01073500	1961-07-17	304	A
USGS	01073500	1961-07-18	244	A
USGS	01073500	1961-07-19	200	A
USGS	01073500	1961-07-20	154	A
USGS	01073500	1961-07-21	124	A
USGS	01073500	1961-07-22	100	A
USGS	01073500	1961-07-23	82.0	A
USGS	01073500	1961-07-24	70.0	A
USGS	01073500	1961-07-25	63.0	A
USGS	01073500	1961-07-26	64.0	A
USGS	01073500	1961-07-27	63.0	A
USGS	01073500	1961-07-28	55.0	A
USGS	01073500	1961-07-29	48.0	A
USGS	01073500	1961-07-30	50.0	A
USGS	01073500	1961-07-31	49.0	A
USGS	01073500	1961-08-01	49.0	A
USGS	01073500	1961-08-02	45.0	A
USGS	01073500	1961-08-03	42.0	A
USGS	01073500	1961-08-04	42.0	A
USGS	01073500	1961-08-05	40.0	A
USGS	01073500	1961-08-06	36.0	A
USGS	01073500	1961-08-07	33.0	A
USGS	01073500	1961-08-08	29.0	A
USGS	01073500	1961-08-09	28.0	A
USGS	01073500	1961-08-10	26.0	A
USGS	01073500	1961-08-11	23.0	A
USGS	01073500	1961-08-12	21.0	A
USGS	01073500	1961-08-13	21.0	A
USGS	01073500	1961-08-14	19.0	A
USGS	01073500	1961-08-15	19.0	A
USGS	01073500	1961-08-16	18.0	A
USGS	01073500	1961-08-17	17.0	A
USGS	01073500	1961-08-18	16.0	A
USGS	01073500	1961-08-19	15.0	A
USGS	01073500	1961-08-20	14.0	A
USGS	01073500	1961-08-21	14.0	A
USGS	01073500	1961-08-22	14.0	A
USGS	01073500	1961-08-23	14.0	A
USGS	01073500	1961-08-24	15.0	A
USGS	01073500	1961-08-25	15.0	A
USGS	01073500	1961-08-26	16.0	A
USGS	01073500	1961-08-27	28.0	A
USGS	01073500	1961-08-28	36.0	A
USGS	01073500	1961-08-29	40.0	A
USGS	01073500	1961-08-30	70.0	A
USGS	01073500	1961-08-31	55.0	A
USGS	01073500	1961-09-01	46.0	A
USGS	01073500	1961-09-02	39.0	A
USGS	01073500	1961-09-03	33.0	A
USGS	01073500	1961-09-04	32.0	A
USGS	01073500	1961-09-05	36.0	A
USGS	01073500	1961-09-06	29.0	A
USGS	01073500	1961-09-07	65.0	A
USGS	01073500	1961-09-08	61.0	A
USGS	01073500	1961-09-09	82.0	A
USGS	01073500	1961-09-10	100	A
USGS	01073500	1961-09-11	85.0	A
USGS	01073500	1961-09-12	72.0	A
USGS	01073500	1961-09-13	63.0	A
USGS	01073500	1961-09-14	64.0	A
USGS	01073500	1961-09-15	79.0	A
USGS	01073500	1961-09-16	84.0	A
USGS	01073500	1961-09-17	67.0	A
USGS	01073500	1961-09-18	56.0	A
USGS	01073500	1961-09-19	61.0	A
USGS	01073500	1961-09-20	77.0	A
USGS	01073500	1961-09-21	142	A
USGS	01073500	1961-09-22	306	A
USGS	01073500	1961-09-23	234	A
USGS	01073500	1961-09-24	188	A
USGS	01073500	1961-09-25	175	A
USGS	01073500	1961-09-26	294	A
USGS	01073500	1961-09-27	227	A
USGS	01073500	1961-09-28	180	A
USGS	01073500	1961-09-29	145	A
USGS	01073500	1961-09-30	118	A
USGS	01073500	1961-10-01	99.0	A
USGS	01073500	1961-10-02	86.0	A
USGS	01073500	1961-10-03	89.0	A
USGS	01073500	1961-10-04	122	A
USGS	01073500	1961-10-05	136	A
USGS	01073500	1961-10-06	116	A
USGS	01073500	1961-10-07	100	A
USGS	01073500	1961-10-08	86.0	A
USGS	01073500	1961-10-09	77.0	A
USGS	01073500	1961-10-10	68.0	A
USGS	01073500	1961-10-11	58.0	A
USGS	01073500	1961-10-12	52.0	A
USGS	01073500	1961-10-13	49.0	A
USGS	01073500	1961-10-14	47.0	A
USGS	01073500	1961-10-15	78.0	A
USGS	01073500	1961-10-16	127	A
USGS	01073500	1961-10-17	122	A
USGS	01073500	1961-10-18	121	A
USGS	01073500	1961-10-19	115	A
USGS	01073500	1961-10-20	99.0	A
USGS	01073500	1961-10-21	86.0	A
USGS	01073500	1961-10-22	77.0	A
USGS	01073500	1961-10-23	68.0	A
USGS	01073500	1961-10-24	61.0	A
USGS	01073500	1961-10-25	56.0	A
USGS	01073500	1961-10-26	55.0	A
USGS	01073500	1961-10-27	55.0	A
USGS	01073500	1961-10-28	51.0	A
USGS	01073500	1961-10-29	49.0	A
USGS	01073500	1961-10-30	46.0	A
USGS	01073500	1961-10-31	49.0	A
USGS	01073500	1961-11-01	45.0	A
USGS	01073500	1961-11-02	43.0	A
USGS	01073500	1961-11-03	43.0	A
USGS	01073500	1961-11-04	42.0	A
USGS	01073500	1961-11-05	43.0	A
USGS	01073500	1961-11-06	50.0	A
USGS	01073500	1961-11-07	128	A
USGS	01073500	1961-11-08	207	A
USGS	01073500	1961-11-09	204	A
USGS	01073500	1961-11-10	180	A
USGS	01073500	1961-11-11	161	A
USGS	01073500	1961-11-12	164	A
USGS	01073500	1961-11-13	154	A
USGS	01073500	1961-11-14	148	A
USGS	01073500	1961-11-15	144	A
USGS	01073500	1961-11-16	139	A
USGS	01073500	1961-11-17	161	A
USGS	01073500	1961-11-18	175	A
USGS	01073500	1961-11-19	170	A
USGS	01073500	1961-11-20	162	A
USGS	01073500	1961-11-21	167	A
USGS	01073500	1961-11-22	211	A
USGS	01073500	1961-11-23	251	A
USGS	01073500	1961-11-24	288	A
USGS	01073500	1961-11-25	485	A
USGS	01073500	1961-11-26	485	A
USGS	01073500	1961-11-27	472	A
USGS	01073500	1961-11-28	428	A
USGS	01073500	1961-11-29	350	A
USGS	01073500	1961-11-30	302	A
USGS	01073500	1961-12-01	265	A
USGS	01073500	1961-12-02	242	A
USGS	01073500	1961-12-03	222	A
USGS	01073500	1961-12-04	205	A
USGS	01073500	1961-12-05	220	A
USGS	01073500	1961-12-06	227	A
USGS	01073500	1961-12-07	223	A
USGS	01073500	1961-12-08	218	A
USGS	01073500	1961-12-09	197	A
USGS	01073500	1961-12-10	192	A
USGS	01073500	1961-12-11	181	A
USGS	01073500	1961-12-12	178	A
USGS	01073500	1961-12-13	207	A
USGS	01073500	1961-12-14	200	A
USGS	01073500	1961-12-15	140	A
USGS	01073500	1961-12-16	120	A
USGS	01073500	1961-12-17	130	A
USGS	01073500	1961-12-18	135	A
USGS	01073500	1961-12-19	139	A
USGS	01073500	1961-12-20	140	A
USGS	01073500	1961-12-21	150	A
USGS	01073500	1961-12-22	150	A
USGS	01073500	1961-12-23	144	A
USGS	01073500	1961-12-24	140	A
USGS	01073500	1961-12-25	135	A
USGS	01073500	1961-12-26	145	A
USGS	01073500	1961-12-27	150	A
USGS	01073500	1961-12-28	155	A
USGS	01073500	1961-12-29	190	A
USGS	01073500	1961-12-30	205	A
USGS	01073500	1961-12-31	210	A
USGS	01073500	1962-01-01	200	A
USGS	01073500	1962-01-02	190	A
USGS	01073500	1962-01-03	180	A
USGS	01073500	1962-01-04	170	A
USGS	01073500	1962-01-05	160	A
USGS	01073500	1962-01-06	165	A
USGS	01073500	1962-01-07	220	A
USGS	01073500	1962-01-08	250	A
USGS	01073500	1962-01-09	260	A
USGS	01073500	1962-01-10	260	A
USGS	01073500	1962-01-11	240	A
USGS	01073500	1962-01-12	210	A
USGS	01073500	1962-01-13	190	A
USGS	01073500	1962-01-14	170	A
USGS	01073500	1962-01-15	160	A
USGS	01073500	1962-01-16	230	A
USGS	01073500	1962-01-17	270	A
USGS	01073500	1962-01-18	280	A
USGS	01073500	1962-01-19	260	A
USGS	01073500	1962-01-20	230	A
USGS	01073500	1962-01-21	200	A
USGS	01073500	1962-01-22	190	A
USGS	01073500	1962-01-23	200	A
USGS	01073500	1962-01-24	210	A
USGS	01073500	1962-01-25	205	A
USGS	01073500	1962-01-26	190	A
USGS	01073500	1962-01-27	210	A
USGS	01073500	1962-01-28	220	A
USGS	01073500	1962-01-29	190	A
USGS	01073500	1962-01-30	170	A
USGS	01073500	1962-01-31	160	A
USGS	01073500	1962-02-01	150	A
USGS	01073500	1962-02-02	145	A
USGS	01073500	1962-02-03	140	A
USGS	01073500	1962-02-04	140	A
USGS	01073500	1962-02-05	145	A
USGS	01073500	1962-02-06	150	A
USGS	01073500	1962-02-07	145	A
USGS	01073500	1962-02-08	130	A
USGS	01073500	1962-02-09	125	A
USGS	01073500	1962-02-10	125	A
USGS	01073500	1962-02-11	120	A
USGS	01073500	1962-02-12	115	A
USGS	01073500	1962-02-13	110	A
USGS	01073500	1962-02-14	105	A
USGS	01073500	1962-02-15	100	A
USGS	01073500	1962-02-16	105	A
USGS	01073500	1962-02-17	105	A
USGS	01073500	1962-02-18	105	A
USGS	01073500	1962-02-19	105	A
USGS	01073500	1962-02-20	110	A
USGS	01073500	1962-02-21	110	A
USGS	01073500	1962-02-22	110	A
USGS	01073500	1962-02-23	110	A
USGS	01073500	1962-02-24	110	A
USGS	01073500	1962-02-25	110	A
USGS	01073500	1962-02-26	115	A
USGS	01073500	1962-02-27	120	A
USGS	01073500	1962-02-28	140	A
USGS	01073500	1962-03-01	160	A
USGS	01073500	1962-03-02	165	A
USGS	01073500	1962-03-03	160	A
USGS	01073500	1962-03-04	155	A
USGS	01073500	1962-03-05	150	A
USGS	01073500	1962-03-06	150	A
USGS	01073500	1962-03-07	145	A
USGS	01073500	1962-03-08	150	A
USGS	01073500	1962-03-09	160	A
USGS	01073500	1962-03-10	165	A
USGS	01073500	1962-03-11	165	A
USGS	01073500	1962-03-12	170	A
USGS	01073500	1962-03-13	190	A
USGS	01073500	1962-03-14	230	A
USGS	01073500	1962-03-15	250	A
USGS	01073500	1962-03-16	270	A
USGS	01073500	1962-03-17	300	A
USGS	01073500	1962-03-18	320	A
USGS	01073500	1962-03-19	350	A
USGS	01073500	1962-03-20	370	A
USGS	01073500	1962-03-21	380	A
USGS	01073500	1962-03-22	390	A
USGS	01073500	1962-03-23	430	A
USGS	01073500	1962-03-24	470	A
USGS	01073500	1962-03-25	600	A
USGS	01073500	1962-03-26	750	A
USGS	01073500	1962-03-27	900	A
USGS	01073500	1962-03-28	1100	A
USGS	01073500	1962-03-29	1200	A
USGS	01073500	1962-03-30	1450	A
USGS	01073500	1962-03-31	1850	A
USGS	01073500	1962-04-01	2550	A
USGS	01073500	1962-04-02	3270	A
USGS	01073500	1962-04-03	3140	A
USGS	01073500	1962-04-04	2270	A
USGS	01073500	1962-04-05	1540	A
USGS	01073500	1962-04-06	1210	A
USGS	01073500	1962-04-07	1080	A
USGS	01073500	1962-04-08	1150	A
USGS	01073500	1962-04-09	1150	A
USGS	01073500	1962-04-10	1010	A
USGS	01073500	1962-04-11	764	A
USGS	01073500	1962-04-12	616	A
USGS	01073500	1962-04-13	595	A
USGS	01073500	1962-04-14	712	A
USGS	01073500	1962-04-15	709	A
USGS	01073500	1962-04-16	718	A
USGS	01073500	1962-04-17	655	A
USGS	01073500	1962-04-18	563	A
USGS	01073500	1962-04-19	486	A
USGS	01073500	1962-04-20	428	A
USGS	01073500	1962-04-21	392	A
USGS	01073500	1962-04-22	361	A
USGS	01073500	1962-04-23	334	A
USGS	01073500	1962-04-24	308	A
USGS	01073500	1962-04-25	279	A
USGS	01073500	1962-04-26	257	A
USGS	01073500	1962-04-27	241	A
USGS	01073500	1962-04-28	234	A
USGS	01073500	1962-04-29	226	A
USGS	01073500	1962-04-30	241	A
USGS	01073500	1962-05-01	304	A
USGS	01073500	1962-05-02	326	A
USGS	01073500	1962-05-03	409	A
USGS	01073500	1962-05-04	486	A
USGS	01073500	1962-05-05	489	A
USGS	01073500	1962-05-06	436	A
USGS	01073500	1962-05-07	392	A
USGS	01073500	1962-05-08	348	A
USGS	01073500	1962-05-09	315	A
USGS	01073500	1962-05-10	277	A
USGS	01073500	1962-05-11	241	A
USGS	01073500	1962-05-12	215	A
USGS	01073500	1962-05-13	200	A
USGS	01073500	1962-05-14	191	A
USGS	01073500	1962-05-15	189	A
USGS	01073500	1962-05-16	189	A
USGS	01073500	1962-05-17	186	A
USGS	01073500	1962-05-18	188	A
USGS	01073500	1962-05-19	200	A
USGS	01073500	1962-05-20	218	A
USGS	01073500	1962-05-21	196	A
USGS	01073500	1962-05-22	189	A
USGS	01073500	1962-05-23	171	A
USGS	01073500	1962-05-24	172	A
USGS	01073500	1962-05-25	247	A
USGS	01073500	1962-05-26	261	A
USGS	01073500	1962-05-27	232	A
USGS	01073500	1962-05-28	189	A
USGS	01073500	1962-05-29	155	A
USGS	01073500	1962-05-30	132	A
USGS	01073500	1962-05-31	121	A
USGS	01073500	1962-06-01	137	A
USGS	01073500	1962-06-02	116	A
USGS	01073500	1962-06-03	103	A
USGS	01073500	1962-06-04	91.0	A
USGS	01073500	1962-06-05	80.0	A
USGS	01073500	1962-06-06	156	A
USGS	01073500	1962-06-07	228	A
USGS	01073500	1962-06-08	217	A
USGS	01073500	1962-06-09	189	A
USGS	01073500	1962-06-10	148	A
USGS	01073500	1962-06-11	120	A
USGS	01073500	1962-06-12	104	A
USGS	01073500	1962-06-13	97.0	A
USGS	01073500	1962-06-14	91.0	A
USGS	01073500	1962-06-15	83.0	A
USGS	01073500	1962-06-16	74.0	A
USGS	01073500	1962-06-17	66.0	A
USGS	01073500	1962-06-18	58.0	A
USGS	01073500	1962-06-19	50.0	A
USGS	01073500	1962-06-20	50.0	A
USGS	01073500	1962-06-21	49.0	A
USGS	01073500	1962-06-22	48.0	A
USGS	01073500	1962-06-23	46.0	A
USGS	01073500	1962-06-24	43.0	A
USGS	01073500	1962-06-25	72.0	A
USGS	01073500	1962-06-26	74.0	A
USGS	01073500	1962-06-27	61.0	A
USGS	01073500	1962-06-28	52.0	A
USGS	01073500	1962-06-29	46.0	A
USGS	01073500	1962-06-30	41.0	A
USGS	01073500	1962-07-01	38.0	A
USGS	01073500	1962-07-02	33.0	A
USGS	01073500	1962-07-03	30.0	A
USGS	01073500	1962-07-04	27.0	A
USGS	01073500	1962-07-05	27.0	A
USGS	01073500	1962-07-06	26.0	A
USGS	01073500	1962-07-07	25.0	A
USGS	01073500	1962-07-08	20.0	A
USGS	01073500	1962-07-09	20.0	A
USGS	01073500	1962-07-10	37.0	A
USGS	01073500	1962-07-11	31.0	A
USGS	01073500	1962-07-12	27.0	A
USGS	01073500	1962-07-13	31.0	A
USGS	01073500	1962-07-14	38.0	A
USGS	01073500	1962-07-15	44.0	A
USGS	01073500	1962-07-16	56.0	A
USGS	01073500	1962-07-17	46.0	A
USGS	01073500	1962-07-18	38.0	A
USGS	01073500	1962-07-19	34.0	A
USGS	01073500	1962-07-20	29.0	A
USGS	01073500	1962-07-21	25.0	A
USGS	01073500	1962-07-22	24.0	A
USGS	01073500	1962-07-23	44.0	A
USGS	01073500	1962-07-24	69.0	A
USGS	01073500	1962-07-25	87.0	A
USGS	01073500	1962-07-26	79.0	A
USGS	01073500	1962-07-27	77.0	A
USGS	01073500	1962-07-28	67.0	A
USGS	01073500	1962-07-29	53.0	A
USGS	01073500	1962-07-30	44.0	A
USGS	01073500	1962-07-31	39.0	A
USGS	01073500	1962-08-01	35.0	A
USGS	01073500	1962-08-02	31.0	A
USGS	01073500	1962-08-03	27.0	A
USGS	01073500	1962-08-04	22.0	A
USGS	01073500	1962-08-05	20.0	A
USGS	01073500	1962-08-06	18.0	A
USGS	01073500	1962-08-07	18.0	A
USGS	01073500	1962-08-08	25.0	A
USGS	01073500	1962-08-09	29.0	A
USGS	01073500	1962-08-10	27.0	A
USGS	01073500	1962-08-11	28.0	A
USGS	01073500	1962-08-12	32.0	A
USGS	01073500	1962-08-13	37.0	A
USGS	01073500	1962-08-14	35.0	A
USGS	01073500	1962-08-15	33.0	A
USGS	01073500	1962-08-16	29.0	A
USGS	01073500	1962-08-17	27.0	A
USGS	01073500	1962-08-18	24.0	A
USGS	01073500	1962-08-19	22.0	A
USGS	01073500	1962-08-20	19.0	A
USGS	01073500	1962-08-21	18.0	A
USGS	01073500	1962-08-22	19.0	A
USGS	01073500	1962-08-23	19.0	A
USGS	01073500	1962-08-24	17.0	A
USGS	01073500	1962-08-25	16.0	A
USGS	01073500	1962-08-26	16.0	A
USGS	01073500	1962-08-27	16.0	A
USGS	01073500	1962-08-28	16.0	A
USGS	01073500	1962-08-29	16.0	A
USGS	01073500	1962-08-30	16.0	A
USGS	01073500	1962-08-31	17.0	A
USGS	01073500	1962-09-01	18.0	A
USGS	01073500	1962-09-02	16.0	A
USGS	01073500	1962-09-03	16.0	A
USGS	01073500	1962-09-04	15.0	A
USGS	01073500	1962-09-05	15.0	A
USGS	01073500	1962-09-06	14.0	A
USGS	01073500	1962-09-07	14.0	A
USGS	01073500	1962-09-08	14.0	A
USGS	01073500	1962-09-09	14.0	A
USGS	01073500	1962-09-10	13.0	A
USGS	01073500	1962-09-11	13.0	A
USGS	01073500	1962-09-12	12.0	A
USGS	01073500	1962-09-13	11.0	A
USGS	01073500	1962-09-14	10.0	A
USGS	01073500	1962-09-15	8.90	A
USGS	01073500	1962-09-16	8.60	A
USGS	01073500	1962-09-17	8.30	A
USGS	01073500	1962-09-18	8.30	A
USGS	01073500	1962-09-19	8.00	A
USGS	01073500	1962-09-20	8.30	A
USGS	01073500	1962-09-21	8.00	A
USGS	01073500	1962-09-22	8.30	A
USGS	01073500	1962-09-23	8.00	A
USGS	01073500	1962-09-24	8.00	A
USGS	01073500	1962-09-25	8.00	A
USGS	01073500	1962-09-26	8.30	A
USGS	01073500	1962-09-27	8.60	A
USGS	01073500	1962-09-28	9.60	A
USGS	01073500	1962-09-29	38.0	A
USGS	01073500	1962-09-30	40.0	A
USGS	01073500	1962-10-01	33.0	A
USGS	01073500	1962-10-02	33.0	A
USGS	01073500	1962-10-03	31.0	A
USGS	01073500	1962-10-04	28.0	A
USGS	01073500	1962-10-05	32.0	A
USGS	01073500	1962-10-06	228	A
USGS	01073500	1962-10-07	1160	A
USGS	01073500	1962-10-08	1410	A
USGS	01073500	1962-10-09	1350	A
USGS	01073500	1962-10-10	1060	A
USGS	01073500	1962-10-11	678	A
USGS	01073500	1962-10-12	473	A
USGS	01073500	1962-10-13	382	A
USGS	01073500	1962-10-14	319	A
USGS	01073500	1962-10-15	275	A
USGS	01073500	1962-10-16	238	A
USGS	01073500	1962-10-17	213	A
USGS	01073500	1962-10-18	204	A
USGS	01073500	1962-10-19	209	A
USGS	01073500	1962-10-20	193	A
USGS	01073500	1962-10-21	182	A
USGS	01073500	1962-10-22	174	A
USGS	01073500	1962-10-23	172	A
USGS	01073500	1962-10-24	157	A
USGS	01073500	1962-10-25	138	A
USGS	01073500	1962-10-26	145	A
USGS	01073500	1962-10-27	193	A
USGS	01073500	1962-10-28	204	A
USGS	01073500	1962-10-29	195	A
USGS	01073500	1962-10-30	184	A
USGS	01073500	1962-10-31	291	A
USGS	01073500	1962-11-01	528	A
USGS	01073500	1962-11-02	688	A
USGS	01073500	1962-11-03	700	A
USGS	01073500	1962-11-04	685	A
USGS	01073500	1962-11-05	601	A
USGS	01073500	1962-11-06	528	A
USGS	01073500	1962-11-07	456	A
USGS	01073500	1962-11-08	401	A
USGS	01073500	1962-11-09	361	A
USGS	01073500	1962-11-10	502	A
USGS	01073500	1962-11-11	928	A
USGS	01073500	1962-11-12	1110	A
USGS	01073500	1962-11-13	1080	A
USGS	01073500	1962-11-14	837	A
USGS	01073500	1962-11-15	649	A
USGS	01073500	1962-11-16	571	A
USGS	01073500	1962-11-17	523	A
USGS	01073500	1962-11-18	472	A
USGS	01073500	1962-11-19	433	A
USGS	01073500	1962-11-20	402	A
USGS	01073500	1962-11-21	378	A
USGS	01073500	1962-11-22	438	A
USGS	01073500	1962-11-23	564	A
USGS	01073500	1962-11-24	595	A
USGS	01073500	1962-11-25	565	A
USGS	01073500	1962-11-26	488	A
USGS	01073500	1962-11-27	442	A
USGS	01073500	1962-11-28	398	A
USGS	01073500	1962-11-29	365	A
USGS	01073500	1962-11-30	340	A
USGS	01073500	1962-12-01	336	A
USGS	01073500	1962-12-02	327	A
USGS	01073500	1962-12-03	313	A
USGS	01073500	1962-12-04	298	A
USGS	01073500	1962-12-05	297	A
USGS	01073500	1962-12-06	982	A
USGS	01073500	1962-12-07	2050	A
USGS	01073500	1962-12-08	2310	A
USGS	01073500	1962-12-09	2070	A
USGS	01073500	1962-12-10	1390	A
USGS	01073500	1962-12-11	1050	A
USGS	01073500	1962-12-12	807	A
USGS	01073500	1962-12-13	675	A
USGS	01073500	1962-12-14	610	A
USGS	01073500	1962-12-15	550	A
USGS	01073500	1962-12-16	450	A
USGS	01073500	1962-12-17	405	A
USGS	01073500	1962-12-18	355	A
USGS	01073500	1962-12-19	335	A
USGS	01073500	1962-12-20	310	A
USGS	01073500	1962-12-21	280	A
USGS	01073500	1962-12-22	243	A
USGS	01073500	1962-12-23	233	A
USGS	01073500	1962-12-24	245	A
USGS	01073500	1962-12-25	233	A
USGS	01073500	1962-12-26	241	A
USGS	01073500	1962-12-27	232	A
USGS	01073500	1962-12-28	224	A
USGS	01073500	1962-12-29	214	A
USGS	01073500	1962-12-30	210	A
USGS	01073500	1962-12-31	187	A
USGS	01073500	1963-01-01	195	A
USGS	01073500	1963-01-02	211	A
USGS	01073500	1963-01-03	209	A
USGS	01073500	1963-01-04	203	A
USGS	01073500	1963-01-05	199	A
USGS	01073500	1963-01-06	195	A
USGS	01073500	1963-01-07	190	A
USGS	01073500	1963-01-08	187	A
USGS	01073500	1963-01-09	185	A
USGS	01073500	1963-01-10	183	A
USGS	01073500	1963-01-11	183	A
USGS	01073500	1963-01-12	195	A
USGS	01073500	1963-01-13	204	A
USGS	01073500	1963-01-14	205	A
USGS	01073500	1963-01-15	186	A
USGS	01073500	1963-01-16	179	A
USGS	01073500	1963-01-17	163	A
USGS	01073500	1963-01-18	163	A
USGS	01073500	1963-01-19	163	A
